project_id,num_floors,floor_area_sqm,built_up_area_sqft,room_count,bathroom_count,foundation_excavation_m3,foundation_concrete_m3,total_concrete_m3,steel_kg_estimate,total_brickwork_m3,roof_area_sqm,floor_tile_sqm,wall_plaster_sqm,paint_sqm,electrical_points,total_plumbing_fixtures,total_labour_days,structural_complexity_score,foundation_days,structure_days,masonry_days,roofing_days,electrical_days,plumbing_days,plastering_days,finishing_days,painting_days,external_work_days,handover_days,total_duration_days
RP0295,2,127.16,1368.74,5,3,58.91,27.63,71.26,9505.26,62.87,139.46,213.5,683.42,586.85,45,17,749,1.751,22,61,32,11,14,17,30,23,19,8,4,162
RP0296,1,359.92,3874.14,7,2,126.38,57.69,127.07,12658.37,103.62,437.24,260.92,898.1,745.45,43,10,1182,1.631,39,74,53,29,11,10,36,26,21,11,4,214
RP0297,1,190.23,2047.62,5,3,73.42,28.36,58.26,6173.16,45.68,217.78,153.38,517.48,482.51,38,13,592,1.303,25,44,25,17,11,15,25,21,15,10,4,139
RP0298,3,125.23,1347.96,6,4,62.53,30.53,92.33,19144.8,94.54,135.74,329.55,1017.05,845.36,65,20,1182,2.256,27,93,44,13,17,20,43,31,24,6,5,227
RP0299,1,258.36,2780.96,6,2,99.79,40.62,84.12,9811.98,65.28,302.57,201.42,741.16,612.68,43,9,798,1.478,31,58,33,19,10,11,30,24,19,9,5,171
RP0300,3,125.23,1347.96,3,3,71.53,32.59,93.38,18022.53,73.52,145.54,272.73,981.12,949.87,43,18,1077,2.157,29,94,35,14,16,18,41,25,29,9,4,225
RP0301,1,370.76,3990.82,8,4,132.77,55.6,121.28,11817.33,106.92,446.45,332.76,1150.78,1013.44,60,18,1265,1.578,36,70,51,30,14,16,45,30,28,12,4,221
RP0302,3,265.96,2862.77,7,4,147.45,63.34,181.84,40012.97,229.23,327.38,650.78,2260.85,1946.52,56,19,2342,2.465,45,166,98,24,16,20,86,45,53,11,5,425
RP0303,3,195.4,2103.27,4,3,95.31,47.51,142.7,27919.9,127.25,229.78,448.16,1688.27,1597.09,51,16,1867,2.217,35,126,57,17,17,16,67,29,43,10,3,315
RP0304,2,196.73,2117.58,4,2,95.0,39.72,116.07,14546.44,87.02,237.64,351.92,983.42,983.99,40,11,1221,1.825,31,80,42,19,14,12,39,28,28,8,4,215
RP0305,2,382.07,4112.56,6,2,184.39,80.44,200.1,34696.08,208.15,388.83,629.97,2283.88,2098.21,45,12,2273,1.956,53,150,90,27,12,13,86,34,52,14,4,407
RP0306,2,296.67,3193.33,7,3,118.38,64.93,180.35,24418.82,153.87,324.07,474.78,1611.74,1576.71,51,14,1837,2.085,41,116,68,23,15,12,63,37,44,10,4,318
RP0307,2,387.96,4175.96,8,2,185.31,77.62,227.02,29378.4,193.57,475.94,579.59,2190.3,1798.97,54,12,2370,2.273,52,137,83,33,14,12,83,39,47,13,4,383
RP0308,1,101.09,1088.12,3,2,41.05,16.53,36.72,3310.73,22.52,125.71,82.77,262.48,235.85,30,10,369,1.246,14,35,15,11,10,12,13,18,11,6,4,95
RP0309,2,116.18,1250.55,4,2,48.24,23.78,67.09,9487.91,59.29,125.99,210.12,648.07,613.19,38,12,773,1.672,22,63,29,11,13,10,29,21,18,7,3,158
RP0310,3,209.68,2256.97,6,3,107.26,49.61,178.1,30093.96,161.79,224.03,499.26,1640.32,1541.4,56,18,1860,2.234,36,138,73,18,17,18,65,31,41,9,4,335
RP0311,1,316.92,3411.3,7,2,119.78,51.92,107.31,11713.36,79.28,323.45,252.17,884.35,847.12,41,9,951,1.599,36,67,41,23,13,10,35,26,26,10,5,201
RP0312,1,328.54,3536.37,6,2,121.97,55.1,104.0,11753.43,88.17,352.3,265.92,933.53,866.02,43,9,1062,1.503,37,67,43,25,11,12,37,28,26,11,5,206
RP0313,1,228.64,2461.06,5,3,77.09,36.33,78.27,7758.68,62.64,246.76,203.25,617.28,533.54,35,13,803,1.466,25,50,33,17,10,15,26,22,17,9,4,150
RP0314,1,286.72,3086.23,5,3,96.67,46.46,93.36,9848.96,76.26,308.46,239.04,833.67,789.41,39,13,962,1.446,33,57,40,20,12,14,34,21,23,10,3,179
RP0315,1,383.46,4127.53,6,2,134.57,62.68,132.5,15010.97,83.82,468.45,337.52,1124.07,1047.47,44,9,1082,1.65,41,81,41,30,12,12,48,30,29,13,5,237
RP0316,2,294.52,3170.18,6,3,117.06,56.78,167.47,24801.61,161.05,382.78,466.26,1497.85,1429.05,46,15,1782,1.965,37,118,71,27,14,14,57,31,37,10,4,303
RP0317,2,301.07,3240.69,7,3,138.55,60.21,162.81,25593.09,142.91,313.75,486.08,1751.94,1733.64,52,16,1736,2.002,42,118,64,22,15,15,67,31,45,10,4,322
RP0318,1,163.94,1764.63,5,2,57.0,27.06,49.79,6012.41,34.92,190.45,150.37,488.65,446.07,39,8,509,1.349,20,42,22,16,10,10,21,23,16,6,5,126
RP0319,1,295.85,3184.5,6,2,106.55,46.68,96.88,11342.5,76.41,324.76,220.14,818.97,743.4,39,10,914,1.495,32,70,38,20,10,12,35,21,23,11,4,192
RP0320,2,327.47,3524.85,7,4,138.24,64.92,200.92,27922.1,181.92,393.64,540.89,1991.39,1921.64,60,18,2068,2.056,43,137,78,28,16,18,79,33,49,12,4,367
RP0321,3,133.74,1439.56,6,3,68.59,29.58,109.53,17855.24,94.81,154.0,366.61,1251.27,1110.57,55,16,1272,2.273,26,95,46,15,16,17,50,30,30,7,4,240
RP0322,3,336.31,3620.01,8,3,166.67,77.11,253.63,52382.58,282.05,354.95,741.78,2823.87,2888.3,69,16,2935,2.5,51,208,118,27,20,17,107,45,74,12,6,527
RP0323,3,125.09,1346.46,5,4,72.22,29.74,90.45,17558.32,81.14,130.53,298.92,1090.52,991.5,51,19,1268,2.178,28,90,39,13,16,18,46,27,28,9,4,226
RP0324,1,335.53,3611.61,7,1,108.58,55.55,114.5,13047.85,94.27,355.38,282.24,916.77,798.01,46,6,1063,1.582,35,74,47,23,14,7,37,22,24,11,4,208
RP0325,1,285.88,3077.18,6,2,101.49,47.91,98.98,9703.09,72.9,325.51,240.37,767.47,750.13,42,9,911,1.59,33,65,38,22,11,10,31,24,23,11,4,185
RP0326,2,310.92,3346.71,7,3,158.98,60.74,169.08,27039.59,157.45,353.92,475.55,1820.7,1737.08,62,15,1872,1.956,42,121,71,24,18,13,69,32,46,12,4,332
RP0327,2,300.3,3232.4,8,3,138.1,55.54,168.33,25378.54,176.43,342.28,439.1,1736.29,1487.38,64,15,1859,2.017,43,118,78,22,17,15,68,37,42,12,6,333
RP0328,2,307.45,3309.36,8,3,140.67,63.89,188.28,27811.22,189.52,343.68,468.56,1866.87,1858.12,63,15,1975,2.069,44,124,84,25,19,16,73,34,48,12,4,351
RP0329,1,376.27,4050.13,6,3,132.53,58.5,129.42,13786.13,88.39,442.85,335.78,1093.99,978.27,51,14,1327,1.646,36,76,44,28,15,14,43,26,27,12,4,219
RP0330,1,334.94,3605.26,8,3,112.41,49.04,109.31,13761.84,99.47,395.85,262.52,932.95,786.11,56,13,1150,1.628,33,70,50,24,14,15,38,27,23,14,4,208
RP0331,3,90.74,976.72,6,3,45.68,23.31,74.45,13312.8,70.83,103.32,237.78,743.36,750.54,48,17,862,2.128,23,79,35,11,16,16,34,22,20,8,4,187
RP0332,2,318.27,3425.83,7,4,159.67,60.99,176.33,24779.09,168.47,323.7,537.29,1806.45,1683.56,63,21,1848,2.083,45,116,76,21,16,19,70,34,46,12,4,335
RP0333,3,346.25,3727.0,7,5,185.59,87.39,232.07,50303.23,292.36,377.78,782.25,2639.42,2430.88,56,26,2990,2.567,58,198,122,26,18,22,97,43,62,13,4,501
RP0334,3,113.01,1216.43,5,3,62.3,27.9,90.89,17346.06,72.46,125.31,306.87,959.36,963.82,52,15,972,2.183,26,87,37,11,16,16,41,22,26,6,3,211
RP0335,3,217.06,2336.41,7,4,111.02,49.3,162.85,29378.14,163.19,233.77,564.71,1767.42,1777.26,56,20,2051,2.346,37,134,72,17,16,18,69,36,46,10,3,342
RP0336,2,258.25,2779.78,6,3,112.35,49.01,141.86,22146.86,127.69,317.25,457.56,1436.39,1327.74,52,14,1585,1.939,33,106,59,23,15,13,58,33,35,9,5,281
RP0337,1,184.6,1987.02,6,1,58.22,28.21,66.07,7258.73,47.17,209.57,152.95,481.59,426.49,45,5,604,1.358,22,47,28,16,14,7,22,24,14,7,5,139
RP0338,1,147.31,1585.63,5,2,52.85,25.02,48.36,5080.14,34.53,181.22,107.72,413.87,398.12,33,10,522,1.297,22,43,21,15,11,12,19,19,13,7,3,122
RP0339,3,369.99,3982.54,8,4,191.87,92.29,289.18,49639.77,316.81,414.52,961.76,3365.83,3227.15,57,20,3334,2.625,59,210,133,30,15,20,126,54,81,12,4,572
RP0340,3,374.71,4033.34,8,4,192.04,92.28,290.85,53958.75,329.57,463.38,924.38,3001.54,2623.95,65,20,3398,2.538,58,216,138,31,19,20,113,53,68,14,6,556
RP0341,3,311.8,3356.18,7,4,177.9,74.6,244.01,48927.73,244.24,386.72,740.74,2683.18,2368.97,64,23,2570,2.391,54,199,103,28,19,20,100,42,61,11,4,490
RP0342,3,364.23,3920.54,8,4,203.59,85.06,277.63,48429.11,288.67,421.89,850.43,3357.15,2910.25,65,18,3151,2.507,58,203,123,30,19,20,124,49,76,12,5,551
RP0343,1,364.91,3927.85,7,2,139.28,58.44,118.97,11815.85,91.66,436.46,305.29,944.51,823.09,43,9,1088,1.664,38,71,48,29,12,11,36,25,21,14,5,209
RP0344,1,190.84,2054.18,5,1,76.09,30.74,63.25,5974.83,49.59,191.7,144.78,491.29,494.54,36,5,614,1.41,26,44,31,14,10,6,22,18,17,6,4,136
RP0345,3,254.31,2737.37,8,5,131.05,58.83,187.63,35779.87,220.98,327.65,649.91,2165.96,2098.78,77,24,2463,2.396,41,152,95,25,22,23,83,44,56,10,5,404
RP0346,3,328.26,3533.36,7,4,173.24,82.48,270.55,48818.79,253.09,382.76,834.18,3240.86,2754.95,66,19,3108,2.539,55,203,108,28,19,18,121,46,70,13,4,528
RP0347,1,144.31,1553.34,4,1,51.29,23.13,48.26,5030.43,32.78,157.53,117.51,344.77,284.0,28,6,439,1.215,19,41,21,12,9,8,16,18,11,7,5,115
RP0348,1,175.27,1886.59,5,2,66.39,27.22,58.61,5804.93,39.18,199.1,155.91,524.54,435.3,37,11,560,1.346,21,40,24,16,11,11,23,21,16,8,5,127
RP0349,3,355.89,3830.76,8,4,185.36,80.03,249.95,53141.09,319.13,418.78,872.07,3234.92,2786.45,70,22,3367,2.577,55,208,133,29,21,18,120,50,70,14,5,549
RP0350,1,368.14,3962.62,8,3,135.56,58.42,137.15,13505.05,97.04,441.42,320.73,1022.09,856.31,55,14,1159,1.686,40,77,48,28,15,14,42,33,24,9,5,228
RP0351,1,218.77,2354.82,5,2,79.51,37.25,78.52,7514.88,51.28,249.35,187.7,593.75,551.53,39,9,676,1.346,26,52,30,17,11,10,27,19,17,7,4,149
RP0352,3,326.15,3510.65,7,4,159.37,74.98,266.82,48162.03,268.69,361.13,788.75,2965.67,2949.66,69,19,2968,2.551,50,200,114,26,19,19,111,43,74,13,4,517
RP0353,3,217.96,2346.1,6,4,112.11,50.48,159.98,31104.31,182.28,241.5,530.3,1691.21,1554.6,55,20,1967,2.219,39,140,77,18,16,19,65,40,43,10,6,349
RP0354,2,201.04,2163.97,6,2,85.22,44.6,120.68,17165.53,95.39,219.5,308.57,1106.09,1105.62,55,11,1142,1.83,31,90,47,18,15,12,44,31,31,9,5,238
RP0355,2,182.79,1967.53,4,2,73.46,35.81,99.71,16560.92,84.07,209.11,314.24,982.62,899.84,41,11,1006,1.698,27,79,42,17,12,10,42,22,24,8,4,207
RP0356,2,383.64,4129.46,8,4,179.14,74.15,192.94,30928.1,201.52,445.37,633.86,2365.29,2373.31,55,17,2432,2.092,51,136,89,30,15,16,89,41,61,13,5,405
RP0357,1,393.82,4239.04,8,3,150.62,64.48,152.99,14040.16,113.24,441.04,343.93,1194.85,1121.27,62,14,1305,1.67,41,86,54,29,16,15,47,30,31,14,5,250
RP0358,2,228.31,2457.51,7,3,100.73,43.02,124.05,19854.07,116.94,271.15,374.14,1206.91,1097.33,55,14,1441,1.912,34,97,56,21,16,14,49,32,30,8,4,256
RP0359,1,174.12,1874.21,3,2,67.76,28.38,56.54,6261.77,39.12,180.88,156.21,428.4,418.23,26,11,552,1.183,24,42,22,14,8,12,19,21,16,7,4,126
RP0360,2,138.63,1492.2,6,2,57.51,28.48,79.47,12196.95,68.5,161.54,251.51,791.96,746.74,46,12,912,1.758,21,68,36,16,13,13,35,27,23,8,4,180
RP0361,1,275.58,2966.32,6,2,102.67,45.8,92.75,10533.47,74.93,316.01,238.36,767.16,731.42,37,10,915,1.562,31,60,39,22,11,11,33,21,22,9,4,178
RP0362,2,299.63,3225.19,8,4,130.97,59.17,152.55,27192.1,162.2,333.92,514.77,1709.07,1564.63,65,18,1942,2.031,42,118,75,24,17,17,67,38,41,11,6,328
RP0363,1,99.33,1069.18,3,3,38.78,16.09,36.1,3299.6,21.66,113.57,74.73,249.22,225.45,25,11,322,1.247,15,34,17,11,11,13,14,18,10,7,3,97
RP0364,2,336.9,3626.36,7,3,164.6,71.1,185.79,27502.29,164.25,406.21,533.65,1970.64,1942.35,60,15,2251,2.029,48,129,72,28,15,14,74,36,52,11,5,361
RP0365,1,202.7,2181.84,6,3,76.26,35.42,69.61,6686.2,47.96,260.19,153.55,512.38,494.31,47,13,642,1.425,27,48,29,19,13,14,22,23,17,9,5,146
RP0366,1,265.04,2852.86,5,2,94.71,40.02,82.77,8108.4,51.7,351.74,228.73,693.21,594.75,33,9,785,1.395,29,54,29,23,10,9,28,19,19,9,3,156
RP0367,1,260.98,2809.16,7,2,100.09,39.76,87.07,9437.63,69.38,292.3,236.69,740.99,727.06,52,10,887,1.53,30,61,37,21,14,10,29,25,21,8,4,174
RP0368,3,351.28,3781.14,7,4,178.28,92.07,277.14,51916.82,290.95,400.02,786.88,3352.23,3362.67,62,19,3421,2.462,58,210,121,27,18,17,124,45,85,13,5,565
RP0369,1,203.71,2192.71,7,4,69.31,30.87,71.11,6959.36,54.55,226.87,173.45,608.22,523.45,58,16,675,1.515,23,47,30,16,13,16,26,27,18,8,5,148
RP0370,2,218.42,2351.05,7,3,89.6,40.45,120.91,18570.64,124.2,273.9,348.21,1254.65,1056.95,59,15,1289,1.947,31,94,58,20,17,17,49,31,27,10,4,248
RP0371,3,156.96,1689.5,6,4,79.86,36.7,131.06,23670.84,110.28,184.33,366.58,1271.41,1049.41,57,20,1370,2.179,32,113,52,16,19,19,53,31,30,9,5,273
RP0372,3,164.91,1775.07,7,3,89.4,37.95,133.96,24347.78,129.31,193.17,363.31,1565.3,1548.03,66,15,1643,2.298,31,118,61,17,18,14,64,29,41,9,4,302
RP0373,2,193.17,2079.26,6,3,77.52,38.8,98.88,15911.17,94.38,230.35,334.99,1217.67,1169.35,52,14,1200,1.905,29,79,46,19,15,15,50,28,34,9,4,231
RP0374,1,247.47,2663.74,6,1,81.8,42.81,94.28,9104.19,61.47,286.17,215.15,676.1,695.52,44,6,855,1.549,30,59,31,20,13,7,28,23,20,11,5,168
RP0375,2,249.19,2682.26,5,3,99.58,50.99,144.49,21594.59,131.4,284.67,414.72,1376.32,1285.73,46,16,1472,1.897,34,104,58,21,14,16,53,27,36,10,4,272
RP0376,1,210.38,2264.51,6,3,75.86,32.19,76.8,7741.62,51.56,251.11,161.09,639.38,572.8,48,14,674,1.555,26,52,28,18,13,13,28,24,19,8,4,153
RP0377,3,83.46,898.36,6,4,41.93,20.2,68.94,13223.99,69.81,93.07,192.68,723.81,644.43,58,25,790,2.197,22,75,35,13,18,22,32,23,21,8,3,180
RP0378,3,233.0,2507.99,7,4,124.54,58.01,179.94,31723.7,187.64,270.18,562.75,2158.27,1794.08,61,20,1956,2.378,41,144,82,22,20,20,84,38,47,11,5,379
RP0379,2,336.23,3619.15,7,3,155.75,67.14,180.34,26790.09,170.27,416.92,564.47,1907.55,1824.07,52,15,1962,2.032,46,126,74,28,15,14,71,33,47,11,4,347
RP0380,1,348.32,3749.28,5,2,128.47,54.71,116.49,12505.27,92.1,385.87,276.74,962.82,827.52,36,9,1062,1.602,38,68,44,24,10,12,40,27,28,11,5,212
RP0381,1,130.83,1408.24,3,2,46.23,22.08,44.34,4668.85,29.65,143.48,113.96,349.53,310.19,26,9,428,1.197,18,37,19,13,8,10,18,11,11,6,4,102
RP0382,3,97.04,1044.53,4,3,49.24,23.4,74.2,13897.52,62.35,116.96,232.84,721.79,597.76,47,18,898,2.149,26,78,31,11,17,18,31,22,19,9,3,182
RP0383,2,315.73,3398.49,7,3,142.8,58.37,164.8,26688.66,143.99,360.91,520.18,1786.92,1641.73,48,15,1738,2.009,42,121,65,23,15,14,69,33,43,13,4,327
RP0384,1,262.31,2823.48,6,2,92.63,41.5,94.14,8901.99,67.15,328.15,219.17,758.84,631.73,37,8,871,1.368,30,59,35,22,11,11,33,28,21,11,5,180
RP0385,1,122.76,1321.38,3,2,46.91,20.18,45.3,3876.58,29.54,136.62,101.74,338.74,291.24,26,9,428,1.163,19,38,19,9,8,11,16,14,10,7,3,104
RP0386,2,257.7,2773.86,6,3,112.5,45.03,127.0,21228.18,148.39,268.61,414.67,1587.62,1602.26,53,15,1619,1.902,34,102,64,21,15,15,60,28,43,10,4,288
RP0387,3,81.2,874.03,3,3,43.04,18.61,61.39,12321.13,51.95,98.13,213.73,665.01,614.51,41,17,700,2.06,19,71,28,10,14,15,30,17,18,7,3,162
RP0388,1,371.85,4002.56,6,2,130.97,52.94,116.14,13729.03,89.43,406.67,329.76,1106.88,1030.23,38,9,1108,1.664,38,74,44,25,11,10,44,26,29,11,4,222
RP0389,2,226.01,2432.75,7,3,102.2,45.03,115.92,17775.78,126.91,243.71,362.01,1278.6,1281.47,51,16,1350,1.825,34,93,59,18,16,14,51,31,35,10,4,260
RP0390,3,342.32,3684.7,6,4,190.29,81.98,283.5,51853.66,256.81,385.68,873.26,2573.19,2139.39,64,19,3140,2.517,55,209,107,29,18,18,96,49,56,12,5,497
RP0391,3,304.06,3272.87,6,4,143.42,66.47,217.79,41372.76,201.65,347.65,734.21,2799.98,2466.77,57,21,2704,2.418,47,174,90,26,16,20,104,43,63,11,5,458
RP0392,3,265.99,2863.09,8,4,139.75,62.23,214.23,41504.93,219.41,306.06,634.72,2394.96,2135.67,68,19,2442,2.468,47,175,94,23,19,19,90,39,55,11,4,437
RP0393,1,140.28,1509.96,5,2,52.89,21.55,49.34,5228.79,36.21,151.99,122.43,393.1,380.35,41,10,524,1.269,19,38,22,14,13,12,20,21,14,7,4,118
RP0394,3,95.07,1023.32,4,4,48.82,22.46,75.56,13430.54,59.89,103.37,212.58,738.28,695.35,50,20,854,2.073,23,78,31,12,17,19,33,18,23,7,4,184
RP0395,1,98.62,1061.54,4,2,36.44,14.48,35.06,3615.93,23.35,111.97,89.78,317.97,285.18,35,10,363,1.194,14,31,16,11,11,11,16,16,11,5,3,92
RP0396,1,269.32,2898.93,5,2,89.43,42.45,99.37,8871.51,66.29,304.07,202.17,724.66,619.14,33,10,794,1.455,31,61,33,21,10,10,28,24,20,8,5,171
RP0397,1,374.41,4030.11,7,1,135.97,61.18,141.02,12455.83,81.79,452.23,325.85,1023.31,914.12,45,5,1144,1.666,39,75,42,29,13,7,41,30,27,12,6,221
RP0398,3,158.69,1708.12,5,3,87.84,37.5,121.75,24467.62,126.67,172.41,414.78,1312.25,1287.11,47,18,1462,2.245,30,114,55,15,15,17,55,29,36,10,4,279
RP0399,1,156.9,1688.86,4,2,57.23,24.79,51.45,6025.53,33.41,177.3,116.37,401.52,408.34,33,9,461,1.297,23,42,21,14,10,12,17,17,13,7,3,118
RP0400,1,135.93,1463.14,4,1,48.67,20.27,48.12,4587.86,30.55,147.55,99.34,407.81,412.71,32,6,480,1.29,19,38,20,11,10,6,17,20,14,7,4,113
RP0401,1,181.88,1957.74,6,2,60.78,28.84,64.96,6736.36,43.64,190.06,156.49,478.71,431.0,45,9,591,1.388,23,46,26,14,11,11,22,22,16,9,4,136
RP0402,1,334.16,3596.86,7,2,107.84,57.38,120.55,11088.46,85.12,374.44,277.79,907.98,826.51,53,9,1097,1.579,35,67,42,25,14,10,37,23,24,11,5,199
RP0403,2,205.47,2211.66,8,3,85.05,44.23,111.35,17701.79,110.2,221.38,345.92,1211.64,1171.12,68,14,1357,1.948,32,85,54,17,18,14,47,32,31,9,5,241
RP0404,1,383.17,4124.4,6,3,134.39,57.91,117.72,13629.62,92.29,420.88,342.57,1097.04,1010.23,46,14,1202,1.624,39,71,45,28,13,15,43,28,28,12,4,220
RP0405,1,247.81,2667.4,7,4,97.46,36.6,75.43,8506.01,65.58,256.02,181.91,798.8,733.24,58,18,824,1.455,31,53,35,19,16,17,33,26,23,10,5,173
RP0406,3,377.72,4065.74,8,5,195.27,93.26,292.22,49543.9,308.24,389.19,902.58,3037.96,2584.18,73,25,3369,2.554,59,209,129,26,20,23,113,54,66,13,5,542
RP0407,1,356.63,3838.73,6,2,120.8,52.06,113.56,13136.11,90.93,435.82,261.51,1104.27,908.51,43,9,1109,1.666,35,74,43,29,12,10,44,24,27,11,6,218
RP0408,3,244.19,2628.44,6,3,124.31,56.29,191.32,37295.27,191.63,270.05,531.06,2108.04,2129.07,60,17,2209,2.321,42,155,80,22,19,15,81,35,55,11,4,393
RP0409,2,169.08,1819.96,5,2,72.53,33.1,95.3,14092.87,85.24,195.16,262.15,932.74,804.4,38,11,955,1.759,28,76,43,16,13,11,36,23,24,9,3,199
RP0410,1,361.13,3887.17,6,2,135.81,60.86,128.75,13292.05,89.09,426.03,294.91,995.03,892.64,46,10,1023,1.628,42,75,45,26,13,10,40,28,26,11,4,222
RP0411,1,300.96,3239.5,7,2,109.04,54.44,117.55,8653.73,79.76,358.52,225.89,864.1,875.83,44,10,947,1.555,36,59,40,24,14,10,33,23,25,11,5,188
RP0412,2,396.65,4269.5,8,3,170.67,76.72,214.94,30815.13,212.84,441.65,601.28,2221.65,2226.59,63,15,2365,2.119,51,144,91,29,18,14,84,38,56,13,4,402
RP0413,1,103.0,1108.68,4,3,37.89,17.53,33.95,3702.56,22.8,113.74,89.12,270.27,233.36,35,14,357,1.252,17,32,17,12,11,14,15,17,10,6,4,97
RP0414,1,83.48,898.57,3,2,29.67,12.02,27.84,2942.87,16.96,86.45,72.04,215.59,181.16,27,9,266,1.16,13,29,12,10,9,10,11,17,8,6,3,83
RP0415,2,306.15,3295.37,6,3,139.01,58.82,168.27,27087.48,138.91,323.61,544.09,1755.42,1545.63,46,16,1648,2.028,40,124,62,24,14,16,66,34,40,13,4,320
RP0416,3,106.93,1150.98,6,5,57.44,25.11,83.21,14297.2,80.84,128.22,283.66,895.09,906.73,59,24,978,2.166,22,81,39,13,17,22,38,27,26,7,4,201
RP0417,3,162.55,1749.67,5,3,83.82,38.23,120.13,22816.57,114.16,197.26,374.49,1306.3,1113.01,53,17,1477,2.244,31,112,52,16,16,17,52,30,31,8,4,269
RP0418,1,256.78,2763.95,6,2,92.04,39.96,87.68,10005.27,63.27,298.19,217.16,720.68,732.71,44,9,872,1.431,29,59,35,19,13,10,30,24,21,11,5,172
RP0419,1,372.41,4008.58,7,3,137.1,57.42,109.79,12752.39,109.22,424.14,313.08,1083.03,1032.84,44,13,1195,1.683,39,71,55,27,14,14,45,27,30,12,5,229
RP0420,3,316.11,3402.58,8,5,156.26,75.93,246.15,45949.98,246.68,376.07,719.87,2837.31,2745.3,75,23,3157,2.524,51,192,106,27,21,22,107,40,70,12,4,496
RP0421,1,187.13,2014.25,3,2,59.57,31.3,65.5,6735.32,39.35,205.61,154.06,453.83,398.97,26,10,590,1.312,23,46,23,16,7,11,21,19,13,8,3,129
RP0422,3,150.96,1624.92,4,3,75.53,34.55,121.33,23452.97,107.73,170.87,350.89,1170.01,994.06,43,16,1423,2.225,30,115,48,14,15,15,48,24,28,7,4,259
RP0423,1,285.05,3068.25,7,3,106.36,45.86,96.69,9963.16,76.18,328.53,246.22,800.3,768.86,51,12,917,1.453,34,61,40,20,14,13,32,29,24,9,5,188
RP0424,1,154.51,1663.13,4,1,58.48,23.21,52.5,5187.85,35.74,184.26,118.78,383.48,377.32,34,6,462,1.232,19,40,22,13,10,7,18,19,12,6,3,114
RP0425,1,121.85,1311.58,3,1,44.64,22.11,45.26,4240.96,25.27,150.84,98.16,308.24,282.39,24,6,384,1.246,17,36,18,12,9,7,17,19,11,6,5,107
RP0426,3,315.27,3393.53,7,4,157.32,77.54,251.01,44705.42,252.11,366.1,774.7,2748.94,2365.88,64,22,2845,2.502,50,188,105,26,19,21,104,44,60,12,5,480
RP0427,1,91.39,983.71,3,2,36.07,13.81,31.46,3146.41,19.6,100.61,77.81,249.23,249.98,27,11,326,1.201,15,30,15,10,9,12,15,16,8,7,4,92
RP0428,2,377.53,4063.7,7,3,158.77,72.93,214.37,35575.8,209.15,455.79,580.83,2182.78,2078.95,58,14,2426,2.072,49,153,89,30,15,14,83,38,55,13,5,407
RP0429,1,87.79,944.96,4,3,32.65,14.66,30.16,3284.37,21.46,105.77,78.42,227.19,226.8,37,15,331,1.208,16,29,16,8,11,14,13,21,12,4,4,94
RP0430,1,385.37,4148.08,7,3,127.52,58.48,128.95,13568.39,97.41,431.4,349.47,1117.14,1112.71,48,14,1273,1.635,37,80,46,30,13,15,46,31,31,13,5,235
RP0431,3,397.5,4278.65,8,4,203.93,86.07,294.48,57510.69,307.91,474.54,971.93,3507.57,3256.22,69,19,3543,2.603,58,228,129,33,19,19,129,50,82,16,5,591
RP0432,3,325.76,3506.45,8,4,164.2,74.23,248.06,47171.05,256.66,398.09,717.23,2854.59,2640.49,68,20,2682,2.568,50,194,111,27,20,19,108,40,68,12,5,500
RP0433,1,201.45,2168.39,5,1,70.0,32.44,66.1,6911.11,42.88,239.86,168.62,551.58,498.6,33,6,629,1.486,27,46,24,17,10,10,24,23,17,9,5,143
RP0434,3,101.55,1093.07,3,2,54.99,24.45,86.7,16681.87,65.66,107.19,276.09,730.4,613.68,31,13,993,2.03,23,91,32,10,14,14,32,20,18,8,3,192
RP0435,2,157.9,1699.62,4,3,68.11,30.11,84.3,14384.86,67.08,179.16,276.72,812.31,676.11,39,14,959,1.769,28,76,31,16,12,16,36,23,21,7,4,190
RP0436,1,235.56,2535.54,6,3,97.44,37.0,73.02,7544.78,64.61,283.08,194.84,651.55,558.2,47,13,777,1.474,28,48,32,23,14,15,27,21,16,8,4,150
RP0437,3,113.52,1221.92,4,3,57.01,27.35,90.43,17078.86,78.83,135.41,258.72,838.31,799.76,47,15,1067,2.166,23,89,40,14,14,15,36,27,24,8,4,207
RP0438,1,320.05,3444.99,6,2,118.61,51.66,100.44,11869.09,79.8,375.88,288.63,958.51,869.49,47,10,1035,1.573,37,68,40,24,13,10,37,26,25,13,5,203
RP0439,1,230.43,2480.33,5,1,92.37,39.74,82.33,7509.21,52.13,267.55,193.38,639.89,549.56,39,5,743,1.418,28,51,28,20,13,7,27,22,18,8,4,151
RP0440,3,212.09,2282.92,6,3,108.19,49.78,170.57,27864.83,175.49,247.35,481.99,1736.9,1635.97,51,16,1883,2.361,38,128,76,21,16,15,67,32,44,11,5,335
RP0441,2,319.66,3440.79,5,3,129.7,61.92,176.74,24924.37,134.99,360.85,578.04,1835.07,1592.95,45,15,1862,1.962,41,114,62,25,12,15,70,35,42,12,4,317
RP0442,2,188.45,2028.46,7,3,86.36,36.43,101.83,16120.16,90.3,221.85,318.1,1126.76,1049.3,49,15,1160,1.822,26,80,46,18,14,14,44,29,29,10,5,219
