project_id,district,construction_type,soil_type,built_up_area_sqft,num_floors,num_rooms,num_bathrooms,total_cost_lkr,labor_hours_total,material_cost_lkr,contractor_experience_years,start_month,num_workers,had_delays,preconstruction_weeks,siteprep_weeks,foundation_weeks,structure_weeks,envelope_weeks,mep_weeks,finishes_weeks,external_weeks,total_weeks
PRJ-0256,Galle,Commercial,Sandy,5606.0,3.0,14.0,8.0,131290000.0,24487.0,77005000.0,12.0,7.0,28.0,0,6.3,2.3,4.8,9.1,4.4,4.5,7.1,2.3,40.8
PRJ-0257,Polonnaruwa,Residential,Clay,2990.0,2.0,5.0,1.0,48533000.0,6023.0,27644000.0,24.0,2.0,15.0,0,3.5,2.2,4.2,6.2,3.2,2.4,5.4,1.6,28.7
PRJ-0258,Hambantota,Residential,Laterite,9908.0,5.0,17.0,9.0,423962000.0,107924.0,219530000.0,9.0,10.0,33.0,0,6.3,2.6,6.1,13.2,6.7,5.3,8.5,2.8,51.5
PRJ-0259,Colombo,Residential,Sandy,12978.0,5.0,12.0,7.0,351420000.0,70908.0,227399000.0,1.0,8.0,58.0,0,6.5,3.0,6.7,13.8,7.5,4.7,8.6,3.3,54.1
PRJ-0260,Matara,Residential,Clay,3675.0,4.0,15.0,7.0,70580000.0,14443.0,37563000.0,19.0,8.0,30.0,0,5.5,2.3,5.4,9.9,4.8,4.6,7.1,1.7,41.3
PRJ-0261,Galle,Residential,Alluvial,6392.0,2.0,5.0,2.0,108000000.0,13870.0,55089000.0,11.0,1.0,20.0,1,3.9,2.0,4.1,7.4,4.0,2.6,6.0,2.1,32.1
PRJ-0262,Puttalam,Residential,Laterite,2240.0,3.0,7.0,3.0,42016000.0,12611.0,24757000.0,23.0,8.0,39.0,0,4.9,1.7,4.0,7.3,3.7,3.1,5.8,1.4,31.9
PRJ-0263,Matara,Residential,Alluvial,13392.0,2.0,7.0,2.0,185825000.0,37383.0,113507000.0,22.0,2.0,24.0,0,3.6,2.8,4.8,10.0,5.6,2.7,7.0,3.3,39.8
PRJ-0264,Colombo,Residential,Alluvial,9727.0,1.0,2.0,1.0,86145000.0,15481.0,43492000.0,23.0,6.0,50.0,0,4.1,2.4,3.8,7.0,4.0,2.0,5.6,2.7,31.6
PRJ-0265,Kilinochchi,Residential,Clay,12560.0,2.0,4.0,1.0,120564000.0,20835.0,72195000.0,24.0,1.0,7.0,0,3.6,3.3,5.5,9.6,5.4,2.4,6.5,3.2,39.5
PRJ-0266,Mullaitivu,Residential,Loam,6859.0,1.0,2.0,1.0,50876000.0,5818.0,29500000.0,22.0,5.0,5.0,0,4.0,2.0,3.2,6.2,3.4,2.0,4.7,2.3,27.8
PRJ-0267,Mullaitivu,Residential,Laterite,12330.0,1.0,2.0,1.0,59597000.0,17560.0,30722000.0,19.0,11.0,57.0,0,3.3,2.8,4.3,7.8,4.7,2.0,4.9,3.1,32.9
PRJ-0268,Puttalam,Residential,Rocky,7810.0,3.0,6.0,3.0,145023000.0,45532.0,76264000.0,18.0,7.0,51.0,1,5.1,3.2,6.6,9.9,5.4,3.1,7.1,2.3,42.7
PRJ-0269,Ratnapura,Commercial,Clay,12007.0,4.0,12.0,4.0,487314000.0,97945.0,285174000.0,12.0,10.0,5.0,0,6.7,3.2,6.4,12.5,6.7,3.9,8.0,3.4,50.8
PRJ-0270,Jaffna,Residential,Laterite,7917.0,2.0,8.0,4.0,102139000.0,14589.0,55610000.0,23.0,1.0,21.0,0,3.6,2.3,4.2,8.2,4.4,3.2,6.5,2.3,34.7
PRJ-0271,Kalutara,Commercial,Sandy,11881.0,1.0,3.0,1.0,133473000.0,18460.0,85522000.0,28.0,2.0,6.0,0,3.9,3.0,4.4,7.7,4.6,2.1,6.1,3.3,35.1
PRJ-0272,Galle,Commercial,Sandy,9953.0,2.0,7.0,4.0,174570000.0,41375.0,108724000.0,28.0,7.0,33.0,0,5.3,2.7,4.8,8.8,4.8,3.1,6.5,3.0,39.0
PRJ-0273,Trincomalee,Residential,Loam,3789.0,4.0,11.0,6.0,90106000.0,20357.0,58347000.0,28.0,6.0,24.0,1,5.3,1.6,4.8,10.3,5.0,4.2,7.2,1.7,40.1
PRJ-0274,Trincomalee,Industrial,Loam,12840.0,4.0,19.0,8.0,394789000.0,100737.0,212772000.0,27.0,3.0,10.0,0,5.8,2.7,5.5,13.4,6.8,5.0,8.8,3.6,51.6
PRJ-0275,Mullaitivu,Mixed-Use,Loam,10018.0,5.0,15.0,8.0,350076000.0,49448.0,225960000.0,1.0,10.0,12.0,0,7.0,2.3,5.8,13.3,7.0,5.0,8.3,2.9,51.6
PRJ-0276,Polonnaruwa,Residential,Clay,7028.0,4.0,9.0,4.0,173631000.0,59304.0,98047000.0,19.0,2.0,33.0,1,4.6,2.7,6.5,11.6,6.2,3.7,7.9,2.2,45.4
PRJ-0277,Kurunegala,Residential,Laterite,12857.0,3.0,11.0,3.0,185496000.0,71433.0,102418000.0,28.0,10.0,52.0,1,4.8,2.9,5.6,11.7,6.5,3.4,8.0,3.2,46.1
PRJ-0278,Gampaha,Industrial,Sandy,7271.0,1.0,2.0,1.0,62736000.0,15399.0,31842000.0,27.0,4.0,55.0,0,4.5,2.5,3.9,6.2,3.6,2.0,5.3,2.7,30.7
PRJ-0279,Colombo,Commercial,Clay,3663.0,5.0,15.0,7.0,150849000.0,32001.0,76618000.0,20.0,3.0,37.0,0,5.9,2.3,5.9,11.2,5.4,4.9,7.5,2.0,45.1
PRJ-0280,Trincomalee,Residential,Laterite,14561.0,3.0,10.0,3.0,338645000.0,57171.0,204474000.0,29.0,7.0,7.0,0,4.7,3.1,5.6,11.8,6.6,3.3,7.9,3.5,46.5
PRJ-0281,Mannar,Residential,Alluvial,11493.0,2.0,9.0,4.0,171367000.0,48580.0,97455000.0,30.0,8.0,39.0,1,4.3,2.6,4.7,10.0,5.4,3.2,7.2,3.0,40.4
PRJ-0282,Matale,Residential,Laterite,10939.0,1.0,3.0,1.0,84115000.0,12971.0,44916000.0,17.0,2.0,9.0,0,3.3,2.8,4.1,7.4,4.3,2.1,5.5,2.8,32.3
PRJ-0283,Matale,Residential,Laterite,1977.0,4.0,16.0,5.0,35884000.0,10004.0,21247000.0,5.0,10.0,31.0,1,5.9,1.6,5.0,10.2,4.7,4.3,7.5,1.4,40.6
PRJ-0284,Ratnapura,Commercial,Rocky,5560.0,1.0,4.0,1.0,38083000.0,9903.0,20486000.0,26.0,7.0,48.0,1,4.9,2.9,5.1,6.1,3.3,2.1,4.8,2.3,31.5
PRJ-0285,Hambantota,Residential,Loam,811.0,2.0,4.0,2.0,12129000.0,3035.0,7115000.0,3.0,8.0,16.0,0,5.0,1.3,2.9,5.3,2.6,2.5,4.9,1.1,25.6
PRJ-0286,Hambantota,Residential,Clay,6052.0,5.0,14.0,6.0,202075000.0,63581.0,111926000.0,2.0,6.0,24.0,0,6.5,2.5,6.2,11.8,5.9,4.6,7.7,2.1,47.3
PRJ-0287,Kalutara,Commercial,Loam,5199.0,5.0,15.0,4.0,146999000.0,28249.0,91659000.0,3.0,6.0,49.0,0,7.3,1.7,5.1,11.8,5.8,4.4,7.8,2.2,46.1
PRJ-0288,Anuradhapura,Residential,Sandy,12356.0,5.0,16.0,4.0,501668000.0,118444.0,312592000.0,8.0,10.0,24.0,0,6.3,2.9,6.6,14.1,7.3,4.4,8.7,3.1,53.4
PRJ-0289,Trincomalee,Residential,Sandy,12014.0,4.0,12.0,4.0,383374000.0,88133.0,219138000.0,16.0,1.0,13.0,0,4.7,3.0,6.0,12.7,6.6,4.0,7.9,3.1,48.0
PRJ-0290,Trincomalee,Commercial,Rocky,12363.0,3.0,14.0,8.0,323040000.0,32984.0,178519000.0,6.0,4.0,43.0,0,5.6,3.7,6.6,11.6,6.0,4.5,7.9,3.4,49.3
PRJ-0291,Kalutara,Industrial,Loam,14851.0,3.0,12.0,4.0,299339000.0,59795.0,165949000.0,13.0,1.0,8.0,0,5.8,3.0,5.2,12.2,6.6,3.6,8.1,4.0,48.5
PRJ-0292,Polonnaruwa,Residential,Clay,11822.0,1.0,3.0,1.0,93977000.0,14138.0,58346000.0,30.0,4.0,55.0,0,2.8,3.2,4.9,7.9,4.5,2.1,5.8,3.0,34.2
PRJ-0293,Kegalle,Residential,Sandy,9034.0,4.0,11.0,4.0,257531000.0,44313.0,141443000.0,23.0,2.0,58.0,0,4.4,2.6,5.6,11.6,5.9,3.8,7.5,2.5,43.9
PRJ-0294,Monaragala,Residential,Rocky,9935.0,5.0,22.0,8.0,398335000.0,108099.0,211659000.0,28.0,11.0,23.0,0,4.8,3.4,7.3,13.9,6.9,5.4,9.1,2.8,53.6
PRJ-0295,Kegalle,Residential,Clay,11382.0,5.0,24.0,13.0,448614000.0,96741.0,230006000.0,22.0,5.0,42.0,0,5.9,3.2,7.1,14.6,7.1,6.0,9.3,3.1,56.3
PRJ-0296,Colombo,Residential,Laterite,6245.0,2.0,8.0,4.0,101338000.0,22541.0,57763000.0,22.0,10.0,31.0,0,4.5,2.1,4.0,7.6,3.9,3.1,6.1,2.1,33.4
PRJ-0297,Kegalle,Residential,Loam,11537.0,2.0,4.0,1.0,157619000.0,50007.0,90208000.0,16.0,9.0,49.0,0,4.7,2.5,4.2,9.0,5.1,2.4,6.6,2.9,37.4
PRJ-0298,Polonnaruwa,Residential,Loam,11403.0,5.0,19.0,8.0,292570000.0,75721.0,183189000.0,28.0,11.0,47.0,0,4.8,2.5,5.9,14.0,7.2,5.3,9.0,2.9,51.6
PRJ-0299,Kilinochchi,Residential,Loam,13978.0,5.0,10.0,3.0,525587000.0,134369.0,280236000.0,16.0,12.0,17.0,0,5.1,2.7,6.1,14.1,7.8,3.8,8.6,3.4,51.6
PRJ-0300,Kurunegala,Residential,Laterite,7370.0,4.0,11.0,4.0,214972000.0,41518.0,119771000.0,3.0,10.0,17.0,1,6.0,2.2,5.6,11.6,6.0,3.8,7.7,2.3,45.2
PRJ-0301,Matara,Residential,Sandy,9996.0,3.0,6.0,2.0,235110000.0,60496.0,146065000.0,28.0,3.0,26.0,0,3.8,2.6,5.4,9.9,5.5,2.9,6.8,2.7,39.6
PRJ-0302,Kandy,Residential,Rocky,9012.0,2.0,7.0,2.0,94887000.0,18978.0,59166000.0,13.0,8.0,32.0,0,4.7,3.3,5.6,8.5,4.6,2.7,6.4,2.6,38.4
PRJ-0303,Nuwara Eliya,Residential,Loam,1206.0,3.0,12.0,4.0,19455000.0,7695.0,10850000.0,14.0,3.0,56.0,0,4.2,1.3,3.4,7.5,3.4,3.5,6.0,1.2,30.5
PRJ-0304,Matara,Residential,Sandy,10006.0,4.0,9.0,3.0,340478000.0,44278.0,193687000.0,8.0,6.0,51.0,0,5.8,2.7,5.7,11.5,6.3,3.6,7.4,2.6,45.6
PRJ-0305,Polonnaruwa,Industrial,Laterite,5231.0,5.0,15.0,8.0,288355000.0,32869.0,157296000.0,12.0,4.0,57.0,0,6.7,2.1,5.5,11.6,5.7,5.1,7.7,2.4,46.8
PRJ-0306,Kalutara,Commercial,Laterite,10830.0,3.0,10.0,5.0,348741000.0,60388.0,223154000.0,23.0,8.0,49.0,0,5.9,2.8,5.2,10.8,5.7,3.7,7.3,3.2,44.6
PRJ-0307,Trincomalee,Commercial,Rocky,12180.0,5.0,15.0,4.0,602470000.0,82292.0,311957000.0,23.0,11.0,26.0,0,5.9,3.7,7.6,14.2,7.4,4.3,8.6,3.4,55.1
PRJ-0308,Mullaitivu,Commercial,Laterite,6043.0,5.0,11.0,5.0,271452000.0,49900.0,173746000.0,22.0,6.0,47.0,0,6.8,2.1,5.6,11.5,5.9,4.2,7.4,2.3,45.8
PRJ-0309,Kalutara,Residential,Laterite,7342.0,1.0,3.0,1.0,54651000.0,10443.0,32932000.0,21.0,8.0,23.0,0,4.1,2.3,3.7,6.3,3.6,2.0,5.0,2.3,29.3
PRJ-0310,Mullaitivu,Residential,Rocky,7736.0,3.0,12.0,5.0,197293000.0,42687.0,114378000.0,26.0,1.0,12.0,0,3.9,3.1,6.1,9.9,5.0,3.8,7.1,2.4,41.3
PRJ-0311,Puttalam,Residential,Laterite,14915.0,3.0,6.0,3.0,317897000.0,50099.0,160506000.0,8.0,6.0,56.0,1,5.5,3.1,6.1,12.5,7.2,3.1,8.1,3.6,49.2
PRJ-0312,Batticaloa,Commercial,Rocky,9706.0,5.0,11.0,6.0,445612000.0,42796.0,254596000.0,21.0,1.0,12.0,1,5.9,3.3,7.6,13.3,7.1,4.5,8.3,2.9,52.9
PRJ-0313,Puttalam,Commercial,Rocky,4946.0,4.0,12.0,7.0,128699000.0,24135.0,72221000.0,25.0,1.0,46.0,1,5.4,2.8,6.9,11.0,5.4,4.4,7.8,2.2,45.9
PRJ-0314,Gampaha,Residential,Rocky,12846.0,1.0,4.0,1.0,85203000.0,18807.0,44662000.0,9.0,8.0,30.0,0,4.5,3.7,5.6,8.1,4.8,2.2,5.6,3.1,37.6
PRJ-0315,Monaragala,Residential,Laterite,13411.0,5.0,20.0,8.0,517919000.0,69417.0,309955000.0,1.0,7.0,52.0,0,6.4,3.0,6.5,15.0,7.6,5.4,9.3,3.4,56.6
PRJ-0316,Kalutara,Residential,Clay,13876.0,2.0,8.0,4.0,158720000.0,35986.0,102481000.0,6.0,3.0,55.0,1,4.0,3.5,6.0,11.0,6.1,3.2,7.6,3.4,44.8
PRJ-0317,Trincomalee,Residential,Laterite,940.0,2.0,6.0,2.0,10171000.0,2557.0,5943000.0,23.0,6.0,30.0,1,4.4,1.6,3.5,5.6,2.7,2.8,5.3,1.1,27.0
PRJ-0318,Hambantota,Commercial,Laterite,13557.0,1.0,3.0,1.0,100190000.0,11935.0,60837000.0,19.0,9.0,27.0,0,5.1,3.0,4.5,8.4,4.9,2.0,5.7,3.6,37.2
PRJ-0319,Kandy,Commercial,Clay,5682.0,4.0,8.0,3.0,158720000.0,36743.0,80990000.0,23.0,7.0,47.0,1,6.4,2.6,5.9,10.1,5.4,3.6,7.0,2.3,43.3
PRJ-0320,Colombo,Residential,Laterite,14913.0,5.0,19.0,9.0,407655000.0,151969.0,229367000.0,11.0,12.0,17.0,1,5.3,3.1,7.7,16.0,8.0,5.4,10.0,3.5,59.0
PRJ-0321,Kandy,Mixed-Use,Clay,14445.0,3.0,14.0,5.0,319535000.0,43874.0,165345000.0,11.0,3.0,32.0,0,5.1,3.4,6.3,12.3,6.5,3.9,8.1,3.6,49.2
PRJ-0322,Colombo,Commercial,Sandy,6812.0,1.0,3.0,1.0,73104000.0,11151.0,43272000.0,23.0,6.0,13.0,0,4.9,2.4,3.8,6.1,3.4,2.1,5.3,2.4,30.4
PRJ-0323,Batticaloa,Residential,Rocky,1763.0,4.0,18.0,10.0,47825000.0,12204.0,30645000.0,30.0,11.0,24.0,0,4.3,2.4,5.8,9.6,4.3,5.3,7.1,1.4,40.2
PRJ-0324,Badulla,Residential,Clay,7951.0,3.0,12.0,3.0,127510000.0,33086.0,76412000.0,13.0,4.0,60.0,0,4.3,2.8,5.4,9.7,5.0,3.5,7.1,2.4,40.2
PRJ-0325,Trincomalee,Residential,Laterite,9364.0,2.0,4.0,1.0,90763000.0,33365.0,46427000.0,11.0,3.0,23.0,0,3.9,2.4,4.6,8.3,4.7,2.3,6.2,2.5,34.9
PRJ-0326,Polonnaruwa,Residential,Laterite,12627.0,2.0,9.0,3.0,192756000.0,34725.0,106633000.0,18.0,9.0,52.0,0,4.6,3.0,4.8,9.9,5.4,3.0,7.2,3.2,41.1
PRJ-0327,Kegalle,Residential,Loam,11533.0,3.0,6.0,1.0,215296000.0,52123.0,125431000.0,23.0,10.0,43.0,0,4.9,2.6,4.8,10.4,5.8,2.8,7.1,3.0,41.4
PRJ-0328,Matara,Residential,Clay,4410.0,1.0,3.0,1.0,36154000.0,3573.0,20264000.0,15.0,2.0,55.0,0,3.5,2.3,3.9,5.3,2.8,2.1,4.9,1.8,26.6
PRJ-0329,Galle,Residential,Sandy,10684.0,2.0,4.0,1.0,159572000.0,37787.0,99740000.0,1.0,1.0,16.0,0,4.3,2.7,4.8,8.8,5.0,2.4,6.4,2.9,37.3
PRJ-0330,Kalutara,Residential,Rocky,7694.0,5.0,10.0,5.0,310956000.0,66395.0,193477000.0,21.0,2.0,19.0,1,5.0,3.2,7.9,13.1,7.0,4.2,8.1,2.4,50.9
PRJ-0331,Kurunegala,Industrial,Alluvial,14267.0,3.0,9.0,3.0,342976000.0,36542.0,202965000.0,25.0,7.0,35.0,1,6.4,2.9,6.0,12.9,7.3,3.3,8.7,3.9,51.4
PRJ-0332,Colombo,Residential,Rocky,14759.0,3.0,8.0,4.0,337197000.0,58249.0,187488000.0,7.0,10.0,59.0,0,5.3,3.9,6.8,11.9,6.6,3.3,7.7,3.5,49.0
PRJ-0333,Trincomalee,Residential,Sandy,8111.0,2.0,6.0,2.0,92275000.0,35212.0,49672000.0,23.0,1.0,18.0,0,3.5,2.4,4.5,8.0,4.4,2.7,6.2,2.4,34.1
PRJ-0334,Mannar,Residential,Rocky,905.0,1.0,3.0,1.0,7897000.0,1257.0,4074000.0,27.0,6.0,15.0,0,3.8,2.3,4.2,4.1,2.1,2.0,4.3,1.2,24.0
PRJ-0335,Anuradhapura,Mixed-Use,Loam,6339.0,5.0,10.0,4.0,268401000.0,47629.0,148489000.0,13.0,7.0,30.0,0,6.6,1.9,5.1,11.6,6.1,4.0,7.4,2.3,45.0
PRJ-0336,Monaragala,Residential,Laterite,10673.0,1.0,2.0,1.0,63614000.0,22135.0,35750000.0,12.0,9.0,46.0,0,4.4,2.7,4.1,7.7,4.3,2.1,4.9,2.9,33.1
PRJ-0337,Ratnapura,Residential,Clay,13089.0,4.0,14.0,7.0,299100000.0,94459.0,179871000.0,18.0,8.0,31.0,1,5.5,3.3,7.3,14.4,7.6,4.5,9.4,3.2,55.2
PRJ-0338,Monaragala,Mixed-Use,Laterite,13008.0,4.0,12.0,4.0,320676000.0,84026.0,191996000.0,24.0,6.0,15.0,0,5.9,2.9,5.9,12.8,6.8,3.8,8.1,3.3,49.5
PRJ-0339,Batticaloa,Industrial,Loam,11628.0,2.0,8.0,3.0,248287000.0,44580.0,126755000.0,19.0,3.0,42.0,0,5.1,2.6,4.3,9.4,5.2,2.9,6.8,3.4,39.7
PRJ-0340,Nuwara Eliya,Industrial,Alluvial,7587.0,2.0,7.0,3.0,116505000.0,30501.0,65160000.0,15.0,8.0,38.0,0,6.2,2.2,4.1,8.0,4.2,2.9,6.3,2.8,36.7
PRJ-0341,Nuwara Eliya,Residential,Sandy,2937.0,2.0,9.0,5.0,42169000.0,8456.0,22234000.0,8.0,7.0,47.0,0,5.0,1.8,3.9,6.6,3.2,3.5,5.8,1.6,31.4
PRJ-0342,Vavuniya,Residential,Rocky,12408.0,4.0,16.0,9.0,282449000.0,72718.0,147868000.0,19.0,3.0,23.0,0,4.6,3.8,7.1,12.9,6.7,5.0,8.5,3.2,51.8
PRJ-0343,Anuradhapura,Commercial,Alluvial,5245.0,1.0,3.0,1.0,49033000.0,7031.0,30601000.0,10.0,9.0,10.0,0,5.3,1.9,3.2,5.6,3.1,2.0,5.2,2.1,28.4
PRJ-0344,Monaragala,Mixed-Use,Clay,4330.0,1.0,4.0,2.0,40669000.0,9324.0,20590000.0,7.0,12.0,50.0,0,4.2,2.4,3.8,5.3,2.9,2.3,5.1,2.0,28.0
PRJ-0345,Matara,Commercial,Alluvial,2086.0,2.0,5.0,2.0,41726000.0,7410.0,23487000.0,18.0,2.0,56.0,1,4.6,1.6,3.5,6.2,3.0,2.5,5.5,1.7,28.6
PRJ-0346,Gampaha,Commercial,Rocky,12171.0,5.0,14.0,6.0,602756000.0,55774.0,316586000.0,16.0,3.0,42.0,0,6.1,3.5,7.6,13.9,7.4,4.6,8.7,3.4,55.2
PRJ-0347,Badulla,Residential,Clay,14150.0,1.0,4.0,1.0,75628000.0,28415.0,47789000.0,20.0,2.0,53.0,0,3.3,3.5,5.1,8.8,5.1,2.1,5.5,3.4,36.8
PRJ-0348,Colombo,Commercial,Sandy,7852.0,4.0,13.0,6.0,192285000.0,46257.0,112209000.0,27.0,1.0,46.0,0,5.3,2.5,5.5,11.1,5.7,4.2,7.5,2.6,44.4
PRJ-0349,Ampara,Residential,Rocky,4454.0,3.0,13.0,4.0,102156000.0,11976.0,54624000.0,6.0,4.0,32.0,0,4.5,2.7,5.6,8.7,4.2,3.8,6.7,1.8,38.0
PRJ-0350,Colombo,Residential,Clay,7902.0,3.0,13.0,5.0,145971000.0,37209.0,83986000.0,27.0,5.0,5.0,0,4.8,2.8,5.5,10.0,5.1,3.9,7.0,2.3,41.4
PRJ-0351,Matale,Residential,Loam,3159.0,3.0,13.0,7.0,61085000.0,13116.0,37245000.0,9.0,6.0,39.0,0,5.3,1.5,3.8,8.2,3.9,4.2,6.6,1.6,35.1
PRJ-0352,Trincomalee,Residential,Sandy,8905.0,5.0,23.0,8.0,206604000.0,90335.0,132995000.0,21.0,5.0,44.0,0,6.0,2.5,6.2,13.7,6.6,5.5,8.8,2.5,51.8
PRJ-0353,Anuradhapura,Residential,Rocky,9436.0,2.0,6.0,1.0,106968000.0,20487.0,57021000.0,13.0,1.0,12.0,0,3.9,3.4,5.7,8.5,4.6,2.5,6.3,2.7,37.6
PRJ-0354,Kandy,Residential,Clay,7241.0,4.0,11.0,3.0,134727000.0,56684.0,85272000.0,25.0,3.0,56.0,0,4.5,2.6,5.9,10.6,5.6,3.7,7.2,2.3,42.4
PRJ-0355,Kalutara,Commercial,Laterite,5847.0,5.0,18.0,10.0,309026000.0,46214.0,197822000.0,21.0,1.0,58.0,0,5.9,2.2,5.6,12.0,5.9,5.6,8.0,2.3,47.5
PRJ-0356,Kurunegala,Residential,Alluvial,9027.0,4.0,12.0,5.0,202035000.0,31647.0,128790000.0,26.0,11.0,51.0,1,4.4,2.4,5.9,13.0,6.7,4.1,8.6,2.5,47.6
PRJ-0357,Kurunegala,Commercial,Alluvial,6003.0,4.0,15.0,6.0,210346000.0,51880.0,125222000.0,8.0,5.0,60.0,0,6.7,2.1,4.8,10.6,5.2,4.4,7.3,2.3,43.4
PRJ-0358,Mannar,Residential,Rocky,10467.0,2.0,8.0,4.0,97875000.0,31771.0,58184000.0,16.0,5.0,11.0,0,4.7,3.5,5.9,9.2,4.9,3.2,6.7,2.8,40.9
PRJ-0359,Batticaloa,Residential,Clay,12949.0,3.0,12.0,6.0,291384000.0,46897.0,163315000.0,13.0,12.0,15.0,0,4.3,3.3,6.1,11.7,6.3,4.0,7.8,3.2,46.7
PRJ-0360,Badulla,Residential,Laterite,2598.0,2.0,6.0,2.0,30935000.0,7571.0,18959000.0,13.0,11.0,43.0,1,3.9,1.7,3.7,6.2,3.1,2.7,5.6,1.5,28.4
PRJ-0361,Nuwara Eliya,Residential,Clay,10837.0,5.0,12.0,6.0,462774000.0,108424.0,268267000.0,17.0,6.0,8.0,0,6.0,3.2,6.8,13.1,7.1,4.5,8.2,3.0,51.9
PRJ-0362,Kalutara,Residential,Clay,10400.0,5.0,16.0,8.0,441820000.0,63797.0,265806000.0,23.0,8.0,29.0,0,5.7,3.0,6.9,13.8,6.9,5.1,8.5,2.8,52.7
PRJ-0363,Hambantota,Residential,Sandy,6091.0,5.0,12.0,5.0,181628000.0,32579.0,102487000.0,20.0,10.0,16.0,0,5.9,2.3,5.8,11.8,5.9,4.3,7.5,2.0,45.5
PRJ-0364,Matale,Residential,Loam,6295.0,2.0,9.0,3.0,107699000.0,12347.0,65667000.0,5.0,12.0,30.0,0,4.1,1.9,3.6,7.8,3.9,3.1,6.2,2.2,32.8
PRJ-0365,Kegalle,Mixed-Use,Laterite,10700.0,4.0,12.0,6.0,442129000.0,52088.0,275743000.0,22.0,1.0,42.0,0,5.0,2.8,5.6,12.0,6.3,4.3,7.8,3.1,46.9
PRJ-0366,Kurunegala,Residential,Rocky,14473.0,4.0,9.0,4.0,475546000.0,109536.0,248219000.0,21.0,4.0,50.0,0,4.5,3.9,7.4,12.9,7.2,3.8,8.2,3.5,51.4
PRJ-0367,Batticaloa,Industrial,Loam,11930.0,1.0,2.0,1.0,138659000.0,17421.0,86653000.0,28.0,10.0,16.0,1,5.4,2.6,4.1,8.3,4.9,2.0,6.4,3.4,37.1
PRJ-0368,Badulla,Residential,Sandy,7084.0,5.0,19.0,8.0,199080000.0,39616.0,115674000.0,17.0,11.0,47.0,0,5.1,2.4,6.0,12.6,6.2,5.3,8.2,2.2,48.0
PRJ-0369,Kalutara,Commercial,Alluvial,8085.0,4.0,15.0,4.0,286822000.0,33396.0,179751000.0,28.0,1.0,55.0,0,5.3,2.2,5.1,11.2,5.6,4.1,7.8,2.6,43.9
PRJ-0370,Colombo,Commercial,Loam,2100.0,1.0,3.0,1.0,12607000.0,2658.0,7119000.0,9.0,9.0,57.0,1,5.4,1.4,2.7,4.5,2.4,2.1,3.8,1.7,24.0
PRJ-0371,Polonnaruwa,Commercial,Loam,7669.0,4.0,8.0,4.0,188931000.0,64907.0,105207000.0,2.0,11.0,41.0,0,6.1,2.1,4.8,10.6,5.6,3.6,7.1,2.5,42.4
PRJ-0372,Badulla,Residential,Clay,10235.0,5.0,16.0,4.0,460320000.0,65516.0,293343000.0,25.0,7.0,50.0,1,5.8,3.0,7.2,14.1,7.2,4.4,8.8,2.8,53.3
PRJ-0373,Ratnapura,Residential,Laterite,12968.0,3.0,8.0,3.0,232252000.0,84942.0,124876000.0,26.0,7.0,57.0,0,4.8,3.0,5.5,11.1,6.2,3.2,7.3,3.2,44.3
PRJ-0374,Colombo,Residential,Rocky,3897.0,5.0,20.0,9.0,153285000.0,28825.0,96053000.0,18.0,12.0,28.0,0,5.0,2.7,6.6,11.6,5.3,5.4,7.9,1.7,46.2
PRJ-0375,Kalutara,Mixed-Use,Sandy,5416.0,2.0,7.0,2.0,101274000.0,11383.0,57990000.0,9.0,5.0,20.0,0,5.4,2.2,4.1,7.2,3.7,2.8,5.8,2.1,33.3
PRJ-0376,Puttalam,Industrial,Clay,14894.0,4.0,12.0,7.0,697370000.0,121988.0,402462000.0,6.0,7.0,17.0,1,7.3,3.5,7.5,15.0,8.0,4.5,9.3,4.0,59.1
PRJ-0377,Mullaitivu,Mixed-Use,Rocky,809.0,4.0,10.0,3.0,33453000.0,4674.0,18274000.0,11.0,12.0,29.0,1,5.4,2.4,5.9,8.8,4.2,3.6,6.4,1.3,38.0
PRJ-0378,Jaffna,Residential,Rocky,14071.0,2.0,9.0,3.0,157222000.0,50474.0,92125000.0,25.0,2.0,58.0,0,3.5,3.8,6.2,10.4,5.7,3.1,7.4,3.4,43.5
PRJ-0379,Monaragala,Commercial,Sandy,11417.0,2.0,6.0,2.0,133624000.0,49714.0,73330000.0,29.0,4.0,58.0,0,4.4,3.0,4.9,9.3,5.1,2.7,6.7,3.3,39.4
PRJ-0380,Kalutara,Mixed-Use,Alluvial,6552.0,3.0,12.0,4.0,143546000.0,17106.0,72619000.0,6.0,7.0,56.0,0,5.9,2.1,4.4,9.4,4.7,3.7,6.9,2.3,39.4
PRJ-0381,Matara,Residential,Clay,10652.0,4.0,9.0,2.0,216677000.0,39854.0,117179000.0,6.0,3.0,58.0,0,5.0,3.2,6.2,11.8,6.3,3.2,7.6,2.8,46.1
PRJ-0382,Batticaloa,Residential,Loam,11623.0,4.0,13.0,6.0,213906000.0,84087.0,107158000.0,13.0,2.0,8.0,1,4.8,2.4,5.7,13.4,7.1,4.4,8.7,3.1,49.6
PRJ-0383,Kegalle,Commercial,Alluvial,7095.0,3.0,6.0,3.0,162881000.0,25426.0,105344000.0,11.0,10.0,15.0,0,6.3,2.2,4.5,8.9,4.7,3.2,6.4,2.5,38.7
